buyer_id,first_seen,source,dept,opt_in_email,opt_in_push,contactable
B01113,2026-07-12,Tournée ORBITE,75,False,False,False
B01114,2026-07-12,Tournée ORBITE,75,False,False,False
B01115,2026-07-13,Tournée ORBITE,75,True,False,False
B01116,2026-07-13,Tournée ORBITE,75,True,False,False
B01117,2026-07-13,Tournée ORBITE,BE,True,False,False
B01118,2026-07-13,Tournée ORBITE,75,True,False,False
B01119,2026-07-13,Tournée ORBITE,75,False,True,False
B01120,2026-07-14,Tournée ORBITE,75,True,False,False
B01121,2026-07-14,Tournée ORBITE,75,True,False,False
B01122,2026-07-15,Tournée ORBITE,75,False,False,False
B01123,2026-07-15,Tournée ORBITE,31,True,False,True
B01124,2026-07-15,Tournée ORBITE,75,True,False,False
B01125,2026-07-16,Tournée ORBITE,75,True,False,False
B01126,2026-07-16,Tournée ORBITE,75,False,False,False
B01127,2026-07-16,Tournée ORBITE,BE,True,True,False
B01128,2026-07-16,Tournée ORBITE,75,False,False,False
B01129,2026-07-17,Tournée ORBITE,75,True,False,False
B01130,2026-07-17,Tournée ORBITE,75,True,False,False
B01131,2026-07-17,Tournée ORBITE,75,False,False,False
B01132,2026-07-17,Tournée ORBITE,75,False,False,False
B01133,2026-07-18,Tournée ORBITE,59,True,True,False
B01134,2026-07-18,Tournée ORBITE,75,True,False,False
B01135,2026-07-18,Tournée ORBITE,75,False,False,False
B01136,2026-07-18,Tournée ORBITE,75,False,False,False
B01137,2026-07-19,Tournée ORBITE,75,True,False,False
B01138,2026-07-19,Tournée ORBITE,75,False,True,False
B01139,2026-07-19,Tournée ORBITE,67,True,False,False
B01140,2026-07-19,Tournée ORBITE,75,True,False,True
B01141,2026-07-20,Tournée ORBITE,75,True,False,False
B01142,2026-07-20,Tournée ORBITE,75,False,False,False
B01143,2026-07-20,Tournée ORBITE,33,True,False,False
B01144,2026-07-21,Tournée ORBITE,75,True,True,False
B01145,2026-07-21,Tournée ORBITE,75,True,False,False
B01146,2026-07-21,Tournée ORBITE,75,True,False,True
B01147,2026-07-21,Tournée ORBITE,44,True,False,False
B01148,2026-07-22,Tournée ORBITE,44,True,False,False
B01149,2026-07-22,Tournée ORBITE,75,True,False,False
B01150,2026-07-23,Tournée ORBITE,75,False,False,False
B01151,2026-07-23,Tournée ORBITE,75,False,False,False
B01152,2026-07-23,Tournée ORBITE,75,False,False,False
B01153,2026-07-24,Tournée ORBITE,75,False,False,False
B01154,2026-07-24,Tournée ORBITE,75,True,False,False
B01155,2026-07-24,Tournée ORBITE,75,True,True,False
B01156,2026-07-24,Tournée ORBITE,75,True,False,False
B01157,2026-07-25,Tournée ORBITE,75,False,True,False
B01158,2026-07-25,Tournée ORBITE,75,False,False,False
B01159,2026-07-25,Tournée ORBITE,75,False,True,False
B01160,2026-07-26,Tournée ORBITE,69,True,False,False
B01161,2026-07-26,Tournée ORBITE,75,False,False,False
B01162,2026-07-27,Tournée ORBITE,44,True,True,True
B01163,2026-07-28,Tournée ORBITE,75,False,False,False
B01164,2026-07-28,Tournée ORBITE,75,True,False,True
B01165,2026-07-28,Tournée ORBITE,75,True,False,True
B01166,2026-07-29,Tournée ORBITE,33,True,True,False
B01167,2026-07-29,Tournée ORBITE,75,True,False,False
B01168,2026-07-29,Tournée ORBITE,75,True,False,False
B01169,2026-07-29,Tournée ORBITE,75,False,False,False
B01170,2026-07-30,Tournée ORBITE,75,True,True,False
B01171,2026-07-30,Tournée ORBITE,75,False,False,False
B01172,2026-07-30,Tournée ORBITE,59,True,False,False
B01173,2026-07-30,Tournée ORBITE,75,True,False,False
B01174,2026-07-30,Tournée ORBITE,75,True,True,False
B01175,2026-07-30,Tournée ORBITE,31,False,True,False
B01176,2026-07-30,Tournée ORBITE,75,True,False,True
B01177,2026-07-31,Tournée ORBITE,75,True,False,False
B01178,2026-07-31,Tournée ORBITE,34,False,False,False
B01179,2026-07-31,Tournée ORBITE,75,False,False,False
B01180,2026-07-31,Tournée ORBITE,59,True,False,False
B01181,2026-08-01,Tournée ORBITE,75,False,False,False
B01182,2026-08-01,Tournée ORBITE,75,False,False,False
B01183,2026-08-01,Tournée ORBITE,13,False,False,False
B01184,2026-08-01,Tournée ORBITE,75,True,False,True
B01185,2026-08-01,Tournée ORBITE,35,True,False,False
B01186,2026-08-02,Tournée ORBITE,75,True,False,False
B01187,2026-08-02,Tournée ORBITE,75,False,True,False
B01188,2026-08-02,Tournée ORBITE,75,True,False,True
B01189,2026-08-02,Tournée ORBITE,75,True,False,True
B01190,2026-08-02,Tournée ORBITE,75,False,True,False
B01191,2026-08-02,Tournée ORBITE,75,False,False,False
B01192,2026-08-02,Tournée ORBITE,75,False,False,False
B01193,2026-08-03,Tournée ORBITE,59,True,False,True
B01194,2026-08-03,Tournée ORBITE,75,True,False,True
B01195,2026-08-04,Tournée ORBITE,69,True,False,True
B01196,2026-08-04,Tournée ORBITE,75,True,True,True
B01197,2026-06-02,Tournée ORBITE,69,True,False,False
B01198,2026-06-02,Tournée ORBITE,75,True,False,False
B01199,2026-06-02,Tournée ORBITE,75,True,False,False
B01200,2026-06-02,Tournée ORBITE,75,True,True,True
B01201,2026-06-02,Tournée ORBITE,75,True,False,False
B01202,2026-06-02,Tournée ORBITE,75,False,False,False
B01203,2026-06-02,Tournée ORBITE,75,False,True,False
B01204,2026-06-02,Tournée ORBITE,75,False,False,False
B01205,2026-06-02,Tournée ORBITE,75,True,True,False
B01206,2026-06-02,Tournée ORBITE,75,True,True,False
B01207,2026-06-02,Tournée ORBITE,75,True,False,False
B01208,2026-06-02,Tournée ORBITE,44,True,False,False
B01209,2026-06-02,Tournée ORBITE,75,True,True,False
B01210,2026-06-02,Tournée ORBITE,75,True,False,False
B01211,2026-06-02,Tournée ORBITE,75,True,False,False
B01212,2026-06-02,Tournée ORBITE,75,True,False,False
B01213,2026-06-02,Tournée ORBITE,75,True,False,False
B01214,2026-06-02,Tournée ORBITE,75,True,False,True
B01215,2026-06-02,Tournée ORBITE,69,True,False,True
B01216,2026-06-02,Tournée ORBITE,75,True,False,False
B01217,2026-06-02,Tournée ORBITE,75,False,True,False
B01218,2026-06-02,Tournée ORBITE,75,False,False,False
B01219,2026-06-02,Tournée ORBITE,75,True,False,True
B01220,2026-06-02,Tournée ORBITE,59,True,False,False
B01221,2026-06-02,Tournée ORBITE,31,True,True,True
B01222,2026-06-02,Tournée ORBITE,75,True,False,False
B01223,2026-06-02,Tournée ORBITE,75,False,False,False
B01224,2026-06-02,Tournée ORBITE,75,False,False,False
B01225,2026-06-02,Tournée ORBITE,75,True,False,True
B01226,2026-06-02,Tournée ORBITE,75,True,False,False
B01227,2026-06-02,Tournée ORBITE,69,False,True,False
B01228,2026-06-02,Tournée ORBITE,75,True,False,False
B01229,2026-06-02,Tournée ORBITE,75,True,False,False
B01230,2026-06-02,Tournée ORBITE,75,True,False,False
B01231,2026-06-02,Tournée ORBITE,75,True,True,False
B01232,2026-06-02,Tournée ORBITE,75,True,False,False
B01233,2026-06-02,Tournée ORBITE,75,True,True,True
B01234,2026-06-02,Tournée ORBITE,75,True,False,True
B01235,2026-06-02,Tournée ORBITE,44,True,False,True
B01236,2026-06-02,Tournée ORBITE,34,True,True,False
B01237,2026-06-02,Tournée ORBITE,75,True,False,False
B01238,2026-06-02,Tournée ORBITE,75,True,True,False
B01239,2026-06-02,Tournée ORBITE,75,True,False,False
B01240,2026-06-02,Tournée ORBITE,75,True,False,True
B01241,2026-06-02,Tournée ORBITE,75,True,False,False
B01242,2026-06-02,Tournée ORBITE,75,False,False,False
B01243,2026-06-02,Tournée ORBITE,75,True,False,True
B01244,2026-06-02,Tournée ORBITE,75,True,False,False
B01245,2026-06-02,Tournée ORBITE,75,True,False,True
B01246,2026-06-02,Tournée ORBITE,75,True,False,True
B01247,2026-06-02,Tournée ORBITE,75,True,False,False
B01248,2026-06-02,Tournée ORBITE,75,False,False,False
B01249,2026-06-02,Tournée ORBITE,75,True,True,True
B01250,2026-06-02,Tournée ORBITE,35,True,False,True
B01251,2026-06-02,Tournée ORBITE,75,True,False,True
B01252,2026-06-02,Tournée ORBITE,75,True,False,False
B01253,2026-06-02,Tournée ORBITE,75,True,True,False
B01254,2026-06-02,Tournée ORBITE,75,False,False,False
B01255,2026-06-02,Tournée ORBITE,75,False,True,False
B01256,2026-06-02,Tournée ORBITE,34,False,False,False
B01257,2026-06-02,Tournée ORBITE,75,True,False,False
B01258,2026-06-02,Tournée ORBITE,75,True,True,False
B01259,2026-06-02,Tournée ORBITE,75,False,False,False
B01260,2026-06-02,Tournée ORBITE,33,True,False,False
B01261,2026-06-02,Tournée ORBITE,75,True,True,False
B01262,2026-06-02,Tournée ORBITE,75,True,False,True
B01263,2026-06-02,Tournée ORBITE,75,True,False,True
B01264,2026-06-02,Tournée ORBITE,75,True,False,False
B01265,2026-06-02,Tournée ORBITE,75,False,False,False
B01266,2026-06-03,Tournée ORBITE,75,False,False,False
B01267,2026-06-03,Tournée ORBITE,75,False,False,False
B01268,2026-06-03,Tournée ORBITE,75,False,False,False
B01269,2026-06-03,Tournée ORBITE,75,True,False,False
B01270,2026-06-03,Tournée ORBITE,75,True,False,False
B01271,2026-06-03,Tournée ORBITE,75,False,False,False
B01272,2026-06-03,Tournée ORBITE,75,False,False,False
B01273,2026-06-03,Tournée ORBITE,75,False,True,False
B01274,2026-06-03,Tournée ORBITE,34,False,False,False
B01275,2026-06-03,Tournée ORBITE,75,True,True,False
B01276,2026-06-03,Tournée ORBITE,33,True,False,False
B01277,2026-06-03,Tournée ORBITE,75,False,True,False
B01278,2026-06-03,Tournée ORBITE,75,True,False,False
B01279,2026-06-03,Tournée ORBITE,75,True,False,True
B01280,2026-06-03,Tournée ORBITE,75,False,False,False
B01281,2026-06-03,Tournée ORBITE,75,True,False,False
B01282,2026-06-03,Tournée ORBITE,75,True,False,False
B01283,2026-06-03,Tournée ORBITE,75,True,False,False
B01284,2026-06-03,Tournée ORBITE,75,True,False,False
B01285,2026-06-03,Tournée ORBITE,75,True,True,False
B01286,2026-06-03,Tournée ORBITE,75,True,False,False
B01287,2026-06-03,Tournée ORBITE,75,False,False,False
B01288,2026-06-03,Tournée ORBITE,75,True,False,False
B01289,2026-06-03,Tournée ORBITE,75,True,False,False
B01290,2026-06-03,Tournée ORBITE,75,True,True,False
B01291,2026-06-03,Tournée ORBITE,75,True,False,True
B01292,2026-06-03,Tournée ORBITE,75,False,True,False
B01293,2026-06-03,Tournée ORBITE,75,True,False,True
B01294,2026-06-03,Tournée ORBITE,75,False,False,False
B01295,2026-06-03,Tournée ORBITE,75,True,False,False
B01296,2026-06-03,Tournée ORBITE,75,True,False,False
B01297,2026-06-03,Tournée ORBITE,75,False,False,False
B01298,2026-06-03,Tournée ORBITE,BE,True,True,False
B01299,2026-06-03,Tournée ORBITE,75,True,False,False
B01300,2026-06-03,Tournée ORBITE,75,True,False,True
B01301,2026-06-03,Tournée ORBITE,75,True,False,False
B01302,2026-06-03,Tournée ORBITE,75,True,False,False
B01303,2026-06-03,Tournée ORBITE,13,True,False,False
B01304,2026-06-04,Tournée ORBITE,75,True,False,False
B01305,2026-06-04,Tournée ORBITE,75,True,False,True
B01306,2026-06-04,Tournée ORBITE,75,False,False,False
B01307,2026-06-04,Tournée ORBITE,69,False,False,False
B01308,2026-06-04,Tournée ORBITE,75,False,True,False
B01309,2026-06-04,Tournée ORBITE,75,True,False,True
B01310,2026-06-04,Tournée ORBITE,75,True,False,False
B01311,2026-06-04,Tournée ORBITE,75,True,False,True
B01312,2026-06-04,Tournée ORBITE,75,True,False,True
B01313,2026-06-04,Tournée ORBITE,75,True,False,True
B01314,2026-06-04,Tournée ORBITE,75,False,False,False
B01315,2026-06-04,Tournée ORBITE,75,True,True,False
B01316,2026-06-04,Tournée ORBITE,75,True,False,True
B01317,2026-06-04,Tournée ORBITE,75,True,False,False
B01318,2026-06-04,Tournée ORBITE,75,False,False,False
B01319,2026-06-04,Tournée ORBITE,75,False,True,False
B01320,2026-06-04,Tournée ORBITE,75,False,False,False
B01321,2026-06-04,Tournée ORBITE,75,True,True,True
B01322,2026-06-04,Tournée ORBITE,75,True,False,False
B01323,2026-06-04,Tournée ORBITE,75,False,False,False
B01324,2026-06-04,Tournée ORBITE,75,True,False,True
B01325,2026-06-04,Tournée ORBITE,67,False,False,False
B01326,2026-06-04,Tournée ORBITE,75,True,False,False
B01327,2026-06-04,Tournée ORBITE,75,False,False,False
B01328,2026-06-04,Tournée ORBITE,75,False,False,False
B01329,2026-06-04,Tournée ORBITE,75,False,False,False
B01330,2026-06-04,Tournée ORBITE,75,False,False,False
B01331,2026-06-04,Tournée ORBITE,75,True,False,False
B01332,2026-06-04,Tournée ORBITE,75,True,False,True
B01333,2026-06-04,Tournée ORBITE,34,True,True,False
B01334,2026-06-04,Tournée ORBITE,34,True,False,False
B01335,2026-06-04,Tournée ORBITE,75,True,True,False
B01336,2026-06-04,Tournée ORBITE,75,False,False,False
B01337,2026-06-05,Tournée ORBITE,75,True,False,False
B01338,2026-06-05,Tournée ORBITE,75,True,False,False
B01339,2026-06-05,Tournée ORBITE,75,True,False,True
B01340,2026-06-05,Tournée ORBITE,75,True,True,False
B01341,2026-06-05,Tournée ORBITE,75,False,False,False
B01342,2026-06-05,Tournée ORBITE,67,False,True,False
B01343,2026-06-05,Tournée ORBITE,75,True,False,False
B01344,2026-06-05,Tournée ORBITE,75,True,True,False
B01345,2026-06-05,Tournée ORBITE,75,True,True,True
B01346,2026-06-05,Tournée ORBITE,75,False,True,False
B01347,2026-06-05,Tournée ORBITE,75,False,False,False
B01348,2026-06-05,Tournée ORBITE,75,True,False,False
B01349,2026-06-05,Tournée ORBITE,75,False,True,False
B01350,2026-06-05,Tournée ORBITE,75,True,False,True
B01351,2026-06-05,Tournée ORBITE,75,True,False,True
B01352,2026-06-05,Tournée ORBITE,75,True,False,False
B01353,2026-06-05,Tournée ORBITE,75,False,False,False
B01354,2026-06-05,Tournée ORBITE,75,False,False,False
B01355,2026-06-05,Tournée ORBITE,31,True,False,False
B01356,2026-06-05,Tournée ORBITE,75,False,False,False
B01357,2026-06-05,Tournée ORBITE,75,True,False,True
B01358,2026-06-05,Tournée ORBITE,75,False,False,False
B01359,2026-06-05,Tournée ORBITE,75,True,False,False
B01360,2026-06-05,Tournée ORBITE,75,False,False,False
B01361,2026-06-05,Tournée ORBITE,75,True,True,False
B01362,2026-06-05,Tournée ORBITE,75,False,True,False
B01363,2026-06-05,Tournée ORBITE,75,True,False,False
B01364,2026-06-05,Tournée ORBITE,75,True,True,False
B01365,2026-06-05,Tournée ORBITE,75,True,False,False
B01366,2026-06-05,Tournée ORBITE,75,True,False,False
B01367,2026-06-06,Tournée ORBITE,75,False,False,False
B01368,2026-06-06,Tournée ORBITE,59,True,False,True
B01369,2026-06-06,Tournée ORBITE,75,True,False,False
B01370,2026-06-06,Tournée ORBITE,75,False,False,False
B01371,2026-06-06,Tournée ORBITE,75,False,False,False
B01372,2026-06-06,Tournée ORBITE,75,True,False,False
B01373,2026-06-06,Tournée ORBITE,33,True,False,False
B01374,2026-06-06,Tournée ORBITE,31,True,False,False
B01375,2026-06-06,Tournée ORBITE,75,True,False,False
B01376,2026-06-06,Tournée ORBITE,44,True,False,False
B01377,2026-06-06,Tournée ORBITE,75,True,False,False
B01378,2026-06-06,Tournée ORBITE,75,False,True,False
B01379,2026-06-06,Tournée ORBITE,75,False,False,False
B01380,2026-06-06,Tournée ORBITE,34,False,False,False
B01381,2026-06-06,Tournée ORBITE,69,False,False,False
B01382,2026-06-06,Tournée ORBITE,75,True,False,False
B01383,2026-06-06,Tournée ORBITE,75,False,True,False
B01384,2026-06-07,Tournée ORBITE,75,True,False,False
B01385,2026-06-07,Tournée ORBITE,75,True,False,False
B01386,2026-06-07,Tournée ORBITE,75,True,True,False
B01387,2026-06-07,Tournée ORBITE,75,True,False,False
B01388,2026-06-07,Tournée ORBITE,75,False,False,False
B01389,2026-06-07,Tournée ORBITE,75,False,False,False
B01390,2026-06-07,Tournée ORBITE,75,True,False,False
B01391,2026-06-07,Tournée ORBITE,75,False,False,False
B01392,2026-06-07,Tournée ORBITE,75,False,False,False
B01393,2026-06-07,Tournée ORBITE,35,True,False,True
B01394,2026-06-07,Tournée ORBITE,75,True,True,False
B01395,2026-06-07,Tournée ORBITE,75,True,False,False
B01396,2026-06-07,Tournée ORBITE,33,False,True,False
B01397,2026-06-07,Tournée ORBITE,69,True,False,False
B01398,2026-06-07,Tournée ORBITE,75,True,False,False
B01399,2026-06-07,Tournée ORBITE,75,True,False,False
B01400,2026-06-07,Tournée ORBITE,75,True,False,False
B01401,2026-06-07,Tournée ORBITE,75,True,True,False
B01402,2026-06-07,Tournée ORBITE,75,True,False,False
B01403,2026-06-07,Tournée ORBITE,75,True,False,False
B01404,2026-06-07,Tournée ORBITE,75,False,False,False
B01405,2026-06-07,Tournée ORBITE,34,True,False,False
B01406,2026-06-07,Tournée ORBITE,75,False,False,False
B01407,2026-06-08,Tournée ORBITE,69,True,False,False
B01408,2026-06-08,Tournée ORBITE,75,True,False,False
B01409,2026-06-08,Tournée ORBITE,75,True,False,False
B01410,2026-06-08,Tournée ORBITE,59,True,True,False
B01411,2026-06-08,Tournée ORBITE,75,False,False,False
B01412,2026-06-08,Tournée ORBITE,75,True,False,False
B01413,2026-06-08,Tournée ORBITE,75,True,False,True
B01414,2026-06-08,Tournée ORBITE,67,True,False,False
B01415,2026-06-08,Tournée ORBITE,34,False,True,False
B01416,2026-06-08,Tournée ORBITE,75,False,False,False
B01417,2026-06-08,Tournée ORBITE,75,True,False,False
B01418,2026-06-08,Tournée ORBITE,75,False,False,False
B01419,2026-06-08,Tournée ORBITE,75,True,True,False
B01420,2026-06-08,Tournée ORBITE,75,True,False,True
B01421,2026-06-08,Tournée ORBITE,75,False,False,False
B01422,2026-06-08,Tournée ORBITE,BE,False,False,False
B01423,2026-06-08,Tournée ORBITE,75,True,False,False
B01424,2026-06-08,Tournée ORBITE,44,False,True,False
B01425,2026-06-08,Tournée ORBITE,75,True,False,False
B01426,2026-06-08,Tournée ORBITE,75,True,False,False
B01427,2026-06-08,Tournée ORBITE,75,True,False,False
B01428,2026-06-08,Tournée ORBITE,75,True,False,False
B01429,2026-06-08,Tournée ORBITE,69,False,False,False
B01430,2026-06-08,Tournée ORBITE,75,True,False,False
B01431,2026-06-08,Tournée ORBITE,75,True,False,False
B01432,2026-06-09,Tournée ORBITE,75,True,False,False
B01433,2026-06-09,Tournée ORBITE,75,True,True,True
B01434,2026-06-09,Tournée ORBITE,75,True,False,True
B01435,2026-06-09,Tournée ORBITE,75,True,False,False
B01436,2026-06-09,Tournée ORBITE,75,False,False,False
B01437,2026-06-09,Tournée ORBITE,75,True,True,False
B01438,2026-06-09,Tournée ORBITE,75,False,False,False
B01439,2026-06-09,Tournée ORBITE,75,True,False,True
B01440,2026-06-09,Tournée ORBITE,75,True,False,False
B01441,2026-06-09,Tournée ORBITE,75,False,False,False
B01442,2026-06-09,Tournée ORBITE,75,False,True,False
B01443,2026-06-09,Tournée ORBITE,BE,True,False,True
B01444,2026-06-09,Tournée ORBITE,75,True,False,True
B01445,2026-06-10,Tournée ORBITE,75,True,True,False
B01446,2026-06-10,Tournée ORBITE,75,True,False,False
B01447,2026-06-10,Tournée ORBITE,75,True,False,True
B01448,2026-06-10,Tournée ORBITE,75,True,True,True
B01449,2026-06-10,Tournée ORBITE,75,False,False,False
B01450,2026-06-10,Tournée ORBITE,75,True,True,True
B01451,2026-06-10,Tournée ORBITE,75,True,False,False
B01452,2026-06-10,Tournée ORBITE,75,True,False,True
B01453,2026-06-10,Tournée ORBITE,75,True,False,False
B01454,2026-06-10,Tournée ORBITE,75,True,True,True
B01455,2026-06-10,Tournée ORBITE,75,False,False,False
B01456,2026-06-10,Tournée ORBITE,75,False,False,False
B01457,2026-06-10,Tournée ORBITE,75,False,False,False
B01458,2026-06-10,Tournée ORBITE,75,True,False,False
B01459,2026-06-11,Tournée ORBITE,75,True,True,True
B01460,2026-06-11,Tournée ORBITE,44,True,True,False
B01461,2026-06-11,Tournée ORBITE,75,False,False,False
B01462,2026-06-11,Tournée ORBITE,75,True,False,False
B01463,2026-06-11,Tournée ORBITE,75,True,False,True
B01464,2026-06-11,Tournée ORBITE,75,True,False,False
B01465,2026-06-11,Tournée ORBITE,75,True,False,False
B01466,2026-06-11,Tournée ORBITE,75,True,False,True
B01467,2026-06-11,Tournée ORBITE,75,True,False,True
B01468,2026-06-11,Tournée ORBITE,75,True,True,True
B01469,2026-06-11,Tournée ORBITE,75,True,False,False
B01470,2026-06-11,Tournée ORBITE,44,False,True,False
B01471,2026-06-11,Tournée ORBITE,69,True,False,True
B01472,2026-06-11,Tournée ORBITE,31,True,False,False
B01473,2026-06-11,Tournée ORBITE,75,True,True,False
B01474,2026-06-12,Tournée ORBITE,75,False,False,False
B01475,2026-06-12,Tournée ORBITE,75,True,False,False
B01476,2026-06-12,Tournée ORBITE,75,False,True,False
B01477,2026-06-12,Tournée ORBITE,35,True,False,False
B01478,2026-06-12,Tournée ORBITE,75,True,False,True
B01479,2026-06-12,Tournée ORBITE,75,True,False,True
B01480,2026-06-12,Tournée ORBITE,33,False,False,False
B01481,2026-06-12,Tournée ORBITE,BE,False,False,False
B01482,2026-06-12,Tournée ORBITE,75,False,True,False
B01483,2026-06-12,Tournée ORBITE,75,True,False,False
B01484,2026-06-12,Tournée ORBITE,75,False,False,False
B01485,2026-06-12,Tournée ORBITE,44,True,False,True
B01486,2026-06-13,Tournée ORBITE,75,True,False,True
B01487,2026-06-13,Tournée ORBITE,75,False,True,False
B01488,2026-06-13,Tournée ORBITE,75,False,False,False
B01489,2026-06-13,Tournée ORBITE,75,False,False,False
B01490,2026-06-13,Tournée ORBITE,75,True,True,True
B01491,2026-06-13,Tournée ORBITE,75,False,False,False
B01492,2026-06-13,Tournée ORBITE,75,True,False,False
B01493,2026-06-13,Tournée ORBITE,75,True,False,False
B01494,2026-06-13,Tournée ORBITE,75,True,True,False
B01495,2026-06-13,Tournée ORBITE,75,False,False,False
B01496,2026-06-13,Tournée ORBITE,75,True,False,False
B01497,2026-06-13,Tournée ORBITE,75,True,True,False
B01498,2026-06-14,Tournée ORBITE,75,True,False,False
B01499,2026-06-14,Tournée ORBITE,75,False,False,False
B01500,2026-06-14,Tournée ORBITE,75,True,False,False
B01501,2026-06-14,Tournée ORBITE,69,True,False,False
B01502,2026-06-15,Tournée ORBITE,75,False,False,False
B01503,2026-06-15,Tournée ORBITE,34,True,True,False
B01504,2026-06-15,Tournée ORBITE,75,True,False,False
B01505,2026-06-15,Tournée ORBITE,75,True,True,False
B01506,2026-06-15,Tournée ORBITE,75,True,False,True
B01507,2026-06-15,Tournée ORBITE,75,True,False,False
B01508,2026-06-15,Tournée ORBITE,75,True,False,False
B01509,2026-06-15,Tournée ORBITE,75,True,False,False
B01510,2026-06-16,Tournée ORBITE,75,True,False,False
B01511,2026-06-16,Tournée ORBITE,75,False,False,False
B01512,2026-06-16,Tournée ORBITE,75,True,True,False
B01513,2026-06-16,Tournée ORBITE,75,True,False,True
B01514,2026-06-16,Tournée ORBITE,75,True,False,False
B01515,2026-06-16,Tournée ORBITE,75,True,False,False
B01516,2026-06-16,Tournée ORBITE,75,True,False,False
B01517,2026-06-16,Tournée ORBITE,BE,True,False,False
B01518,2026-06-16,Tournée ORBITE,75,False,True,False
B01519,2026-06-16,Tournée ORBITE,34,True,False,False
B01520,2026-06-16,Tournée ORBITE,75,True,False,False
B01521,2026-06-16,Tournée ORBITE,75,True,False,True
B01522,2026-06-16,Tournée ORBITE,75,True,False,False
B01523,2026-06-17,Tournée ORBITE,75,False,False,False
B01524,2026-06-17,Tournée ORBITE,75,False,False,False
B01525,2026-06-17,Tournée ORBITE,75,False,False,False
B01526,2026-06-18,Tournée ORBITE,75,True,False,True
B01527,2026-06-18,Tournée ORBITE,44,True,False,True
B01528,2026-06-18,Tournée ORBITE,31,True,False,False
B01529,2026-06-18,Tournée ORBITE,44,False,False,False
B01530,2026-06-18,Tournée ORBITE,75,True,False,True
B01531,2026-06-18,Tournée ORBITE,75,True,False,False
B01532,2026-06-18,Tournée ORBITE,75,True,False,True
B01533,2026-06-18,Tournée ORBITE,75,False,False,False
B01534,2026-06-18,Tournée ORBITE,75,True,False,False
B01535,2026-06-18,Tournée ORBITE,75,True,False,False
B01536,2026-06-18,Tournée ORBITE,75,True,False,False
B01537,2026-06-18,Tournée ORBITE,75,True,False,False
B01538,2026-06-19,Tournée ORBITE,75,True,False,False
B01539,2026-06-19,Tournée ORBITE,75,True,False,False
B01540,2026-06-19,Tournée ORBITE,75,False,False,False
B01541,2026-06-19,Tournée ORBITE,75,False,False,False
B01542,2026-06-19,Tournée ORBITE,75,True,False,True
B01543,2026-06-19,Tournée ORBITE,75,True,False,True
B01544,2026-06-20,Tournée ORBITE,75,True,False,True
B01545,2026-06-20,Tournée ORBITE,34,True,False,False
B01546,2026-06-20,Tournée ORBITE,75,True,False,True
B01547,2026-06-20,Tournée ORBITE,75,True,False,True
B01548,2026-06-20,Tournée ORBITE,59,False,False,False
B01549,2026-06-21,Tournée ORBITE,34,True,False,False
B01550,2026-06-21,Tournée ORBITE,75,False,True,False
B01551,2026-06-21,Tournée ORBITE,75,True,True,False
B01552,2026-06-21,Tournée ORBITE,75,False,False,False
B01553,2026-06-21,Tournée ORBITE,75,True,False,False
B01554,2026-06-22,Tournée ORBITE,67,True,True,False
B01555,2026-06-22,Tournée ORBITE,59,True,True,False
B01556,2026-06-22,Tournée ORBITE,75,True,True,True
B01557,2026-06-22,Tournée ORBITE,31,True,False,False
B01558,2026-06-22,Tournée ORBITE,75,True,False,True
B01559,2026-06-22,Tournée ORBITE,75,False,False,False
B01560,2026-06-23,Tournée ORBITE,BE,True,False,True
B01561,2026-06-23,Tournée ORBITE,75,True,False,True
B01562,2026-06-23,Tournée ORBITE,75,True,True,True
B01563,2026-06-23,Tournée ORBITE,75,True,False,False
B01564,2026-06-23,Tournée ORBITE,75,False,False,False
B01565,2026-06-24,Tournée ORBITE,75,True,False,True
B01566,2026-06-24,Tournée ORBITE,75,False,True,False
B01567,2026-06-24,Tournée ORBITE,75,True,True,False
B01568,2026-06-24,Tournée ORBITE,75,True,False,True
B01569,2026-06-25,Tournée ORBITE,75,False,False,False
B01570,2026-06-25,Tournée ORBITE,75,True,False,False
B01571,2026-06-25,Tournée ORBITE,75,True,False,False
B01572,2026-06-25,Tournée ORBITE,75,True,False,False
B01573,2026-06-25,Tournée ORBITE,75,False,False,False
B01574,2026-06-26,Tournée ORBITE,75,True,False,False
B01575,2026-06-27,Tournée ORBITE,75,True,False,True
B01576,2026-06-27,Tournée ORBITE,75,False,True,False
B01577,2026-06-27,Tournée ORBITE,75,False,False,False
B01578,2026-06-27,Tournée ORBITE,75,True,False,False
B01579,2026-06-27,Tournée ORBITE,75,True,False,False
B01580,2026-06-28,Tournée ORBITE,75,False,False,False
B01581,2026-06-28,Tournée ORBITE,75,True,False,False
B01582,2026-06-28,Tournée ORBITE,75,False,False,False
B01583,2026-06-28,Tournée ORBITE,75,False,False,False
B01584,2026-06-28,Tournée ORBITE,75,True,True,True
B01585,2026-06-29,Tournée ORBITE,75,True,False,False
B01586,2026-06-29,Tournée ORBITE,69,True,False,False
B01587,2026-06-29,Tournée ORBITE,75,True,False,True
B01588,2026-06-29,Tournée ORBITE,69,False,False,False
B01589,2026-06-29,Tournée ORBITE,75,True,False,False
B01590,2026-06-29,Tournée ORBITE,69,True,True,False
B01591,2026-06-29,Tournée ORBITE,75,True,False,False
B01592,2026-06-30,Tournée ORBITE,75,True,False,False
B01593,2026-06-30,Tournée ORBITE,75,False,False,False
