buyer_id,recency,frequency,monetary,R,F,M,segment,contactable,opt_in_email,opt_in_push,source,dept
B01107,23,1,46.4,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01108,23,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01109,23,1,32.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01110,23,2,56.64,4,2,3,Multi-dates,False,True,False,Tournée ORBITE,75
B01111,23,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01112,23,2,160.8,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01113,23,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01114,23,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01115,22,1,92.8,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01116,22,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01117,22,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,BE
B01118,22,2,132.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01119,22,1,64.0,4,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01120,21,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01121,21,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01122,20,1,96.0,4,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01123,20,1,64.0,4,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,31
B01124,20,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01125,19,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01126,19,1,96.0,4,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01127,19,1,64.0,4,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,BE
B01128,19,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01129,18,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01130,18,2,91.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01131,18,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01132,18,2,94.0,4,2,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01133,7,2,128.0,4,2,4,Gros paniers,False,True,True,Tournée ORBITE,59
B01134,17,1,128.0,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01135,17,1,32.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01136,17,1,96.0,4,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01137,16,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01138,16,1,96.0,4,1,4,Gros paniers,False,False,True,Tournée ORBITE,75
B01139,16,2,132.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,67
B01140,16,1,64.0,4,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01141,15,1,92.8,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01142,15,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01143,15,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,33
B01144,14,1,32.0,4,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01145,14,1,92.8,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01146,14,2,92.0,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01147,14,1,92.8,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,44
B01148,13,1,32.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,44
B01149,13,1,92.8,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01150,12,2,122.8,4,2,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01151,12,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01152,12,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01153,11,1,96.0,4,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01154,11,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01155,11,1,32.0,4,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01156,11,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01157,10,1,32.0,4,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01158,10,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01159,10,2,94.0,4,2,4,Multi-dates,False,False,True,Tournée ORBITE,75
B01160,9,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B01161,9,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01162,8,1,64.0,4,1,3,Nouveaux acheteurs,True,True,True,Tournée ORBITE,44
B01163,7,1,32.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01164,7,1,32.0,4,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01165,7,2,132.0,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01166,6,2,124.0,4,2,4,Multi-dates,False,True,True,Tournée ORBITE,33
B01167,6,2,116.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01168,6,1,32.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01169,6,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01170,5,1,92.8,4,1,4,Gros paniers,False,True,True,Tournée ORBITE,75
B01171,0,3,117.0,4,3,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01172,5,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,59
B01173,5,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01174,5,2,92.0,4,2,4,Multi-dates,False,True,True,Tournée ORBITE,75
B01175,5,1,32.0,4,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,31
B01176,5,1,64.0,4,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01177,4,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01178,4,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,34
B01179,4,1,32.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01180,4,1,92.8,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,59
B01181,0,4,224.0,4,4,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01182,3,2,116.8,4,2,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01183,3,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B01184,3,1,64.0,4,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01185,3,1,46.4,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,35
B01186,2,1,64.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01187,2,1,64.0,4,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01188,2,2,123.84,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01189,2,2,132.0,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01190,2,1,64.0,4,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01191,2,2,192.32,4,2,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01192,2,1,64.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01193,1,1,92.8,4,1,4,Gros paniers,True,True,False,Tournée ORBITE,59
B01194,1,1,64.0,4,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01195,0,1,32.0,4,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B01196,0,1,64.0,4,1,3,Nouveaux acheteurs,True,True,True,Tournée ORBITE,75
B01197,63,1,49.3,1,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B01198,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01199,63,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01200,53,2,128.0,2,2,4,Multi-dates,True,True,True,Tournée ORBITE,75
B01201,63,1,136.0,1,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01202,63,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01203,63,1,68.0,1,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01204,56,3,123.76,1,3,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01205,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01206,63,1,34.0,1,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01207,63,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01208,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,44
B01209,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01210,36,2,88.0,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01211,44,2,141.15,2,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01212,63,1,59.84,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01213,41,2,113.75999999999999,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01214,63,1,34.0,1,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01215,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B01216,43,3,145.52,3,3,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01217,63,1,68.0,1,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01218,63,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01219,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01220,4,2,162.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,59
B01221,44,2,78.0,2,2,4,Multi-dates,True,True,True,Tournée ORBITE,31
B01222,7,2,98.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01223,63,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01224,63,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01225,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01226,63,1,119.68,1,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01227,63,1,59.84,1,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B01228,42,2,111.84,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01229,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01230,63,1,29.92,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01231,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01232,63,1,59.84,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01233,63,1,34.0,1,1,1,Nouveaux acheteurs,True,True,True,Tournée ORBITE,75
B01234,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01235,63,1,89.76,1,1,4,Gros paniers,True,True,False,Tournée ORBITE,44
B01236,63,1,102.0,1,1,4,Gros paniers,False,True,True,Tournée ORBITE,34
B01237,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01238,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01239,63,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01240,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01241,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01242,63,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01243,50,2,90.0,2,2,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01244,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01245,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01246,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01247,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01248,63,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01249,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,True,Tournée ORBITE,75
B01250,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,35
B01251,30,2,86.84,3,2,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01252,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01253,63,1,34.0,1,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01254,63,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01255,63,1,68.0,1,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01256,0,2,146.3,4,2,4,Multi-dates,False,False,False,Tournée ORBITE,34
B01257,63,1,102.0,1,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01258,63,1,102.0,1,1,4,Gros paniers,False,True,True,Tournée ORBITE,75
B01259,63,1,89.76,1,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01260,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,33
B01261,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01262,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01263,63,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01264,63,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01265,63,1,102.0,1,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01266,62,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01267,29,2,119.92,3,2,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01268,62,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01269,62,1,59.84,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01270,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01271,62,1,34.0,1,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01272,62,1,136.0,1,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01273,62,1,59.84,1,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01274,62,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,34
B01275,62,1,59.84,1,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01276,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,33
B01277,62,1,59.84,1,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01278,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01279,62,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01280,62,1,34.0,1,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01281,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01282,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01283,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01284,62,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01285,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01286,62,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01287,62,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01288,62,1,29.92,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01289,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01290,27,2,77.3,3,2,4,Multi-dates,False,True,True,Tournée ORBITE,75
B01291,62,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01292,5,3,192.0,4,3,4,Multi-dates,False,False,True,Tournée ORBITE,75
B01293,58,2,102.0,1,2,4,Gros paniers,True,True,False,Tournée ORBITE,75
B01294,62,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01295,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01296,62,1,136.0,1,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01297,62,1,29.92,1,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01298,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,BE
B01299,39,2,120.0,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01300,62,1,59.84,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01301,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01302,62,1,119.68,1,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01303,62,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B01304,61,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01305,61,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01306,61,1,59.84,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01307,40,2,102.0,3,2,4,Gros paniers,False,False,False,Tournée ORBITE,69
B01308,61,1,34.0,1,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01309,61,1,49.3,1,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01310,61,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01311,58,2,136.0,1,2,4,Gros paniers,True,True,False,Tournée ORBITE,75
B01312,26,2,136.0,4,2,4,Gros paniers,True,True,False,Tournée ORBITE,75
B01313,20,3,172.0,4,3,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01314,61,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01315,22,2,122.0,4,2,4,Multi-dates,False,True,True,Tournée ORBITE,75
B01316,25,2,90.0,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01317,61,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01318,61,1,59.84,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01319,61,1,34.0,1,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01320,42,2,113.75999999999999,3,2,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01321,61,1,68.0,1,1,3,Nouveaux acheteurs,True,True,True,Tournée ORBITE,75
B01322,61,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01323,61,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01324,61,1,59.84,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01325,50,2,215.9,2,2,4,Gros paniers,False,False,False,Tournée ORBITE,67
B01326,61,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01327,61,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01328,61,1,34.0,1,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01329,61,1,102.0,1,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01330,61,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01331,61,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01332,61,1,34.0,1,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01333,61,1,98.6,1,1,4,Gros paniers,False,True,True,Tournée ORBITE,34
B01334,61,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,34
B01335,55,2,126.6,2,2,4,Multi-dates,False,True,True,Tournée ORBITE,75
B01336,61,1,59.84,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01337,60,1,136.0,1,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01338,60,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01339,60,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01340,60,1,34.0,1,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01341,60,1,59.84,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01342,60,1,59.84,1,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B01343,60,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01344,60,1,34.0,1,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01345,34,3,152.0,3,3,4,Multi-dates,True,True,True,Tournée ORBITE,75
B01346,60,1,68.0,1,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01347,60,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01348,56,2,83.28,1,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01349,60,1,68.0,1,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01350,26,2,94.0,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01351,60,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B01352,60,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01353,60,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01354,34,2,85.36,3,2,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01355,54,2,128.0,2,2,4,Multi-dates,False,True,False,Tournée ORBITE,31
B01356,60,1,34.0,1,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01357,24,2,98.0,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,75
B01358,60,1,34.0,1,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01359,60,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01360,60,1,59.84,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01361,60,1,34.0,1,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01362,60,1,34.0,1,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01363,60,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01364,60,1,34.0,1,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01365,60,1,29.92,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01366,60,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01367,59,1,102.0,1,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01368,59,1,29.92,1,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,59
B01369,59,1,59.84,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01370,59,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01371,59,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01372,59,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01373,59,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,33
B01374,59,1,59.84,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,31
B01375,59,1,34.0,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01376,59,1,102.0,1,1,4,Gros paniers,False,True,False,Tournée ORBITE,44
B01377,4,2,124.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01378,59,1,29.92,1,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01379,59,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01380,59,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,34
B01381,59,1,102.0,1,1,4,Gros paniers,False,False,False,Tournée ORBITE,69
B01382,59,1,59.84,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01383,59,1,34.0,1,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,75
B01384,58,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01385,13,2,73.15,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01386,58,1,34.0,1,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01387,58,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01388,48,2,98.0,2,2,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01389,35,2,126.0,3,2,4,Multi-dates,False,False,False,Tournée ORBITE,75
B01390,3,2,88.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,75
B01391,58,1,136.0,1,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B01392,58,1,34.0,1,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01393,58,1,68.0,1,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,35
B01394,58,1,68.0,1,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01395,58,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01396,32,2,124.0,3,2,4,Multi-dates,False,False,True,Tournée ORBITE,33
B01397,58,1,29.92,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B01398,58,1,29.92,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01399,58,1,59.84,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01400,58,1,68.0,1,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B01401,58,1,68.0,1,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B01402,58,1,136.0,1,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01403,58,1,102.0,1,1,4,Gros paniers,False,True,False,Tournée ORBITE,75
B01404,58,1,68.0,1,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B01405,58,1,29.92,1,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,34
B01406,58,1,49.3,1,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
